doi,year,type,title,authors,venue,cited_by_count,is_oa,oa_url,abstract,found_by,pavement_hit,drift_hit,label_hybrid,screen_ti_ab,screen_fulltext,exclusion_reason,hybridisation_type,self_describes_as_hybrid,optimiser,base_learner,pavement_domain,pavement_family,data_source,n_samples,n_inputs,split_protocol,external_validation,leakage_risk,hyperparam_reporting,baseline_strength,premium_computable,premium_value,budget_parity_reported,optimiser_novelty_claim,repeated_runs_reported,uncertainty_quantified,interpretability_method,metrics_reported,best_reported_R2,best_reported_F1,code_available,data_available,deployment_evidence,critique_note
10.1371/journal.pone.0287255,2023,journal-article,Machine learning approaches for predicting Cracking Tolerance Index (CTIndex) of asphalt concrete containing reclaimed asphalt pavement,"Nguyen, Lan Ngoc; Le, Thanh-Hai; Nguyen, Linh Quy; Tran, Van Quan",PLOS ONE,22,,,"One of the various sorts of damage to asphalt concrete is cracking. Repeated loads, the deterioration or aging of material combinations, or structural factors can contribute to the development of cracks. Asphalt concrete’s crack resistance is represented by the CT index. 107 CT Index data samples from the University of Transport Technology’s lab are measured. These data samples are used to establish a database from which a Machine Learning (ML) model for predicting the CT Index of asphalt concrete can be built. For creating the highest performing machine learning model, three well-known machine learning methods are introduced: Random Forest (RF), K-Nearest Neighbors (KNN), and Multivariable Adaptive Regression Spines (MARS). Monte Carlo simulation is used to verify the accuracy of the ML model, which includes the Root Mean Square Error (RMSE), Mean Absolute Error (MAE), Mean Absolute Percentage Error (MAPE), and coefficient of determination (R2). The RF model is the most effective ML model, according to analysis and evaluation of performance indicators. By SHAPley Additive exPlanations based on RF model, the input Aggregate content passing 4.75 mm sieve (AP4.75) has a significant effect on the variation of CT Index value. In following, the descending order is Reclaimed Asphalt Pavement content (RAP) &gt; Bitumen content (BC) &gt; Flash point (FP) &gt; Softening point &gt; Rejuvenator content (RC) &gt; Aggregate content passing 0.075mm sieve (AP0.075) &gt; Penetration at 25°C (P). The results study contributes to selecting a suitable AI approach to quickly and accurately determine the CT Index of asphalt concrete mixtures.",B:extreme learning machine asphalt pavement | C:hybrid machine learning asphalt pavement | C:hybrid machine learning asphalt mixture | C:optimized machine learning asphalt pavement | C:explainable machine learning asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.conbuildmat.2023.132731,2023,journal-article,Efficient LBP-GLCM texture analysis for asphalt pavement raveling detection using eXtreme Gradient Boost,"Daneshvari, Mohammad Hassan; Nourmohammadi, Ebrahim; Ameri, Mahmoud; Mojaradi, Barat",Construction and Building Materials,22,,,,B:gradient boosting asphalt pavement | B:extreme gradient boosting asphalt pavement | B:light gradient boosting asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s42947-022-00169-8,2022,journal-article,Feasibility of Reclaimed Asphalt Pavement Geopolymer Concrete as a Pavement Construction Material,"Rahman, Sk Syfur; Khattak, Mohammad Jamal",International Journal of Pavement Research and Technology,22,,,,A:political optimizer pavement | A:optuna pavement,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/15732479.2022.2095407,2022,journal-article,Sustainable pavement maintenance and rehabilitation planning using the marine predator optimization algorithm,"Naseri, Hamed; Golroo, Amir; Shokoohi, Mohammad; Gandomi, Amir H.",Structure and Infrastructure Engineering,22,,,,A:dingo optimization algorithm pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.conbuildmat.2022.127219,2022,journal-article,Cost-effective assessment of in-service asphalt pavement condition based on Random Forests and regression analysis,"Guo, Wangda; Zhang, Jinxi; Cao, Dandan; Yao, Hui",Construction and Building Materials,22,,,,B:evolutionary polynomial regression asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1617/s11527-021-01743-5,2021,journal-article,Development of a rheology-based mixture aging model for asphalt material cracking performance evaluation,"Zhang, Runhua; Sias, Jo E.; Dave, Eshan V.",Materials and Structures,22,,,,C:hybrid model asphalt mixture | C:hybrid intelligent model asphalt mixture | C:surrogate model asphalt mixture,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1155/2020/7534970,2020,journal-article,A Hybrid Model for Prediction in Asphalt Pavement Performance Based on Support Vector Machine and Grey Relation Analysis,"Wang, Xuancang; Zhao, Jing; Li, Qiqi; Fang, Naren; Wang, Peicheng; Ding, Longting; Li, Shanqiang",Journal of Advanced Transportation,22,,,"Pavement performance prediction is a crucial issue in big data maintenance. This paper develops a hybrid grey relation analysis (GRA) and support vector machine regression (SVR) technique to predict pavement performance. The prediction model can solve the shortcomings of the traditional model including a single consideration factor, a short prediction period, and easy overfitting. GAR is employed in selecting the main factors affecting the performance of asphalt pavement. The SVR is performed to predict the performance. Finally, the data collected from the weather station installed on Guangyun Expressway were adopted to verify the validity of the GRA-SVR model. Meanwhile, the contrast with the grey model (GM (1, 1)), genetic algorithm optimization BP[[parms resize(1),pos(50,50),size(200,200),bgcol(156)]]081%, −0.823%, 1.270%, and −4.569%, respectively. The study concluded that the nonlinear and multivariate prediction model established by GRA-SVR has higher precision and operability, which can be used in long-period pavement performance prediction.",B:support vector regression asphalt pavement | C:hybrid model pavement performance | C:hybrid intelligent model pavement performance,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2019.1686051,2019,journal-article,Effect of long-term ageing on the rheological properties of rejuvenated asphalt binder,"Dhasmana, Heena; Hossain, Kamal; Karakas, Ahmet S.",Road Materials and Pavement Design,22,,,,B:long short-term memory asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2019.1590220,2019,journal-article,Surface drainage evaluation of asphalt pavement using a new analytical water film depth model,"Luo, Wenting; Li, Lin; Wang, Kelvin C.P.; Wei, Changqin",Road Materials and Pavement Design,22,,,,C:hybrid model pavement | C:hybrid model asphalt pavement | C:hybrid intelligent model asphalt pavement | C:data-driven model asphalt pavement | C:surrogate model pavement | C:surrogate model asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1617/s11527-019-1402-5,2019,journal-article,A soft computing approach to predict and evaluate asphalt mixture aging characteristics using asphaltene as a performance indicator,"Seitllari, Aksel; Kumbargeri, Yogesh Shamsunder; Biligiri, Krishna Prapoorna; Boz, Ilker",Materials and Structures,22,,,,C:soft computing asphalt mixture,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/app7030304,2017,journal-article,Low Temperature Performance Characteristics of Reclaimed Asphalt Pavement (RAP) Mortars with Virgin and Aged Soft Binders,"Xiao, Feipeng; Li, Ruoyu; Zhang, Henglong; Amirkhanian, Serji",Applied Sciences,22,,,"Reclaimed asphalt pavement (RAP) has many advantages and is utilized to improve the high temperature properties of asphalt mixtures. Low temperature cracking is a predominant distress in asphalt pavements containing RAP materials. Thus, the evaluation of fracture resistance for asphalt mixtures containing RAP is of interest. The objective of this research is to explore the low temperature performance characteristics of RAP mortars containing sieved RAP and soft binders at three aged states. The stiffness values and m-values from bending beam rheometer (BBR) tests at three test temperatures of −18 °C, −12 °C and −6 °C were obtained to conduct the minimum low temperature grades. RAP mortar with a higher aged binder content had a higher minimum low temperature regardless of RAP source. In addition, RAP mortars with virgin soft binder had the best low temperature resistance followed by the RAP mortars with rolling thin film oven (RTFO) and pressure-aged vessel (PAV) binders.",C:soft computing asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2015.1014369,2015,journal-article,Improvements to the structural condition index (SCI) for pavement structural evaluation at network level,"Nam, Boo Hyun; An, Jinwoo; Kim, Mooyeon; Murphy, Michael R.; Zhang, Zhanmin",International Journal of Pavement Engineering,22,,,,B:transformer network pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3846/16484142.2014.893926,2014,journal-article,PERFORMANCE MODEL FOR ASPHALT CONCRETE PAVEMENT BASED ON THE FUZZY LOGIC APPROACH,"Karaşahin, Mustafa; Terzi, Serdal",TRANSPORT,22,,,"Accurate pavement performance estimation is very important for the managing and maintaining of surface transportation infrastructure. In the present study, a new model for the prediction of present and future performance of flexible pavements is developed using the fuzzy logic approach. The database of the model is able to use numerical measurements and also linguistic statements. Many models developed in the literature neglect the parameters that have little bearing on performance. However, it is a well known fact that these parameters do have an effect on performance to some degree. Different parameters were considered in the model as accepted by the authorities, and as having little bearing on performance. For each parameter, a certain weight was appointed, and the parameters that affected performance were assigned greater weights while the others were assigned smaller weights. As a result, the current model in the fuzzy logic approach is more flexible than the current Pavement Serviceability Index (PSI) and Pavement Condition Index (PCI) models. The model is different from previous fuzzy logic based models. Two stages of the fuzzy logic approach were used in these models. Since this new methodology does not need any mechanical tests, the model can be adopted by the Pavement Management System (PMS) of developing countries.",C:hybrid model pavement performance | C:hybrid intelligent model pavement performance | C:surrogate model pavement performance,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1109/tits.2025.3525476,2025,journal-article,SDFC-YOLO: A YOLO-Based Model With Selective Dynamic Feature Compensation for Pavement Distress Detection,"Geng, Huantong; Liu, Zhenyu; Wang, Yingrui; Fang, Long",IEEE Transactions on Intelligent Transportation Systems,21,,,,C:hybrid model pavement distress | C:hybrid intelligent model pavement distress | C:surrogate model pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s41024-024-00499-z,2024,journal-article,A hybrid approach of support vector regression with genetic algorithm optimization for predicting spalling in continuously reinforced concrete pavement,"Alnaqbi, Ali; Al-Khateeb, Ghazi; Zeiada, Waleed",Journal of Building Pathology and Rehabilitation,21,,,,A:genetic algorithm pavement | A:dingo optimization algorithm pavement | B:support vector regression pavement | B:support vector regression asphalt pavement,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.wasman.2024.01.047,2024,journal-article,Multi-modal deep learning networks for RGB-D pavement waste detection and recognition,"Li, Yangke; Zhang, Xinman",Waste Management,21,,,,B:deep learning pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.measurement.2024.115119,2024,journal-article,Pavement distress detection based on improved feature fusion network,"Wu, Peng; Wu, Jing; Xie, Luqi",Measurement,21,,,,C:hybrid model pavement distress | C:surrogate model pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1109/tits.2024.3391751,2024,journal-article,An Ensemble Learning Approach With Attention Mechanism for Detecting Pavement Distress and Disaster-Induced Road Damage,"Wang, Shouxing; Jiao, Hongzan; Su, Xin; Yuan, Qiangqiang",IEEE Transactions on Intelligent Transportation Systems,21,,,,C:hybrid intelligent model pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2023.2276422,2023,journal-article,Automatic pavement distress severity detection using deep learning,"Valipour, Parisa Setayesh; Golroo, Amir; Kheirati, Afarin; Fahmani, Mohammadsadegh; Amani, Mohammad Javad",Road Materials and Pavement Design,21,,,,B:deep learning pavement | C:hybrid model pavement distress | C:hybrid machine learning pavement distress | C:hybrid intelligent model pavement distress | C:optimized machine learning pavement distress | C:soft computing pavement distress | C:data-driven model pavement distress | C:surrogate model pavement distress | C:explainable machine learning pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
